1	5774
2	5443
3	5122
4	5941
5	6150
6	5808
7	5756
8	6060
9	5768
10	5996
11	7340
12	6083
13	6372
14	6336
15	6112
16	6910
17	6193
18	6852
19	6807
20	6696
21	7234
22	6916
23	7028
24	6822
25	7120
26	7178
27	6844
28	6915
29	7387
30	7031
31	7004
32	7279
33	7250
34	7222
35	7335
36	7790
37	7852
38	8103
39	8300
40	9012
41	9126
42	9241
43	10633
44	10747
45	11429
46	12093
47	13092
48	14837
49	15776
50	18074
51	19806
52	21783
53	24955
54	27422
55	31132
56	34678
57	39336
58	42441
59	44803
60	46805
61	47940
62	47458
63	46638
64	44577
65	40539
66	37574
67	34460
68	30966
69	27926
70	24431
71	22830
72	20754
73	19734
74	17618
75	16837
76	16219
77	15563
78	14342
79	14100
80	12735
81	12663
82	11854
83	12003
84	10901
85	10052
86	10271
87	9898
88	9356
89	8945
90	8856
91	8299
92	8209
93	8421
94	8003
95	7616
96	7464
97	7158
98	7130
99	6949
100	7195
101	6898
102	6962
103	6987
104	7204
105	6372
106	6652
107	6350
108	6679
109	6669
110	6674
111	6332
112	6267
113	6742
114	6323
115	6450
116	6391
117	6530
118	6911
119	6498
120	6515
121	5906
122	6343
123	6477
124	5919
125	6435
126	6195
127	6522
128	6425
129	6516
130	6439
131	6365
132	6284
133	6573
134	6234
135	6393
136	6021
137	6732
138	6273
139	6820
140	6484
141	6340
142	6597
143	6916
144	6485
145	6766
146	6429
147	6511
148	6714
149	6908
150	6260
151	6349
152	6897
153	6516
154	6288
155	6778
156	6766
157	7102
158	6917
159	6722
160	6547
161	6305
162	6596
163	6783
164	6236
165	6549
166	7061
167	6883
168	6604
169	6680
170	6670
171	6400
172	6523
173	6510
174	6814
175	6663
176	6695
177	6600
178	6386
179	6232
180	6810
181	6569
182	6437
183	6846
184	6939
185	6312
186	6752
187	6523
188	6554
189	6911
190	7097
191	7008
192	6767
193	6938
194	6946
195	7043
196	7220
197	7172
198	6950
199	7384
200	7303
201	7715
202	7301
203	7317
204	7300
205	8102
206	7833
207	7694
208	8100
209	7744
210	8351
211	8445
212	8114
213	8145
214	8927
215	8596
216	8959
217	8725
218	9328
219	9186
220	9809
221	9694
222	9586
223	9573
224	10056
225	10148
226	10173
227	10513
228	10645
229	10907
230	11284
231	11352
232	12165
233	12051
234	11954
235	12180
236	12695
237	12977
238	13382
239	13222
240	13803
241	14068
242	14414
243	14108
244	14464
245	15138
246	15681
247	15416
248	16355
249	16000
250	17152
251	16998
252	17066
253	17835
254	17772
255	18265
256	18691
257	19374
258	19599
259	19398
260	20375
261	20785
262	21395
263	21977
264	22244
265	22306
266	22793
267	23617
268	23757
269	24084
270	24593
271	25327
272	25349
273	25672
274	26228
275	26993
276	26198
277	27360
278	27582
279	27848
280	28208
281	28820
282	28691
283	28387
284	29348
285	29213
286	29809
287	29076
288	29825
289	29783
290	29287
291	30267
292	30886
293	29976
294	30088
295	29946
296	29632
297	29325
298	29465
299	28899
300	29568
301	29232
302	28642
303	29412
304	29033
305	29185
306	28866
307	28466
308	27973
309	28484
310	27224
311	27633
312	26992
313	26553
314	26588
315	25727
316	26563
317	26112
318	25235
319	24612
320	24819
321	24526
322	24102
323	23367
324	22747
325	22891
326	22447
327	22097
328	21685
329	21225
330	20685
331	20240
332	20262
333	19471
334	18776
335	18810
336	18178
337	18620
338	18008
339	17650
340	17182
341	17500
342	15885
343	16161
344	15308
345	15814
346	14659
347	15344
348	14522
349	13950
350	14156
351	13527
352	13614
353	13387
354	13014
355	12951
356	12928
357	12483
358	12251
359	11631
360	11278
361	11214
362	11101
363	10633
364	10473
365	10184
366	10242
367	10005
368	9717
369	9775
370	9158
371	9271
372	8876
373	8964
374	8088
375	8251
376	8650
377	7957
378	7898
379	7918
380	7764
381	7345
382	7657
