1	63688
2	63840
3	63734
4	64021
5	63903
6	63654
7	64231
8	63916
9	63952
10	63987
11	65845
12	65411
13	65422
14	65382
15	65326
16	65256
17	64629
18	65174
19	65727
20	65020
21	64915
22	64653
23	64973
24	65233
25	64603
26	65115
27	64967
28	65810
29	66244
30	65529
31	65904
32	65678
33	65455
34	65862
35	65469
36	66353
37	66221
38	65792
39	66899
40	66493
41	66602
42	67276
43	67654
44	67834
45	67477
46	68436
47	68094
48	69672
49	69557
50	69962
51	70110
52	71338
53	71244
54	71495
55	70945
56	70604
57	71664
58	71078
59	71695
60	72296
61	71656
62	73023
63	73792
64	73347
65	72563
66	73347
67	74748
68	73141
69	74998
70	73900
71	75260
72	73840
73	75385
74	75086
75	73779
76	75257
77	74800
78	74381
79	75063
80	75279
81	75985
82	75582
83	77038
84	77202
85	77214
86	78314
87	78588
88	79215
89	80275
90	79883
91	80576
92	80043
93	80359
94	79598
95	79865
96	80591
97	80223
98	79903
99	80237
100	79809
101	80678
102	80043
103	79453
104	78890
105	79466
106	78932
107	78747
108	77971
109	77659
110	77372
111	77339
112	76276
113	76275
114	76034
115	75023
116	74768
117	74118
118	73214
119	73598
120	73449
121	72111
122	72694
123	72189
124	71744
125	71676
126	71843
127	71275
128	71712
129	71339
130	70686
131	70880
132	71144
133	70602
134	70762
135	70831
136	70117
137	69442
138	69599
139	69880
140	69731
141	69929
142	69786
143	69158
144	69052
145	68871
146	69712
147	68766
148	69026
149	68261
150	68952
151	69051
152	68493
153	68627
154	68626
155	68364
156	68840
157	67643
158	68030
159	67955
160	68404
161	68637
162	68596
163	69073
164	68553
165	68413
166	68687
167	68420
168	68724
169	68688
170	68644
171	69287
172	68737
173	68785
174	69019
175	68292
176	68867
177	68691
178	69218
179	68573
180	69168
181	69136
182	68939
183	68277
184	69299
185	69025
186	69239
187	70039
188	68594
189	68832
190	69702
191	69614
192	68824
193	68962
194	70124
195	69745
196	69572
197	69413
198	69303
199	69276
200	70411
201	70211
202	70014
203	69984
204	69924
205	70124
206	69990
207	70536
208	70211
209	70104
210	70826
211	71133
212	70888
213	70850
214	70812
215	71098
216	71671
217	71018
218	70956
219	70994
220	71348
221	71537
222	71615
223	71798
224	71673
225	71450
226	71708
227	72280
228	71745
229	72427
230	71875
231	72160
232	72361
233	72309
234	72499
235	72674
236	73248
237	73103
238	72660
239	73036
240	72232
241	72699
242	73574
243	73521
244	73401
245	73753
246	73874
247	73239
248	73253
249	73439
250	73361
251	74235
252	73979
253	74353
254	73419
255	73229
256	74783
257	73920
258	74334
259	74791
260	74396
261	74473
262	74524
263	74923
264	74241
265	74568
266	75105
267	74692
268	74646
269	75058
270	74452
271	75072
272	74663
273	74783
274	74689
275	75169
276	75511
277	75341
278	74864
279	75652
280	74838
281	74875
282	75541
283	75799
284	75547
285	75415
286	75969
287	75455
288	75430
289	75274
290	75580
291	75339
292	75992
293	75543
294	75709
295	75687
296	76208
297	75579
298	75890
299	75588
300	76563
301	75821
302	75337
303	76716
304	76213
305	76054
306	76110
307	75807
308	75220
309	77362
310	76486
311	75861
312	75409
313	76035
314	77590
315	75834
316	77182
317	77180
318	75003
319	76127
320	77122
321	76719
322	75999
323	75884
324	76738
325	75645
326	76234
327	75507
328	76142
329	76931
330	77201
331	77089
332	76330
333	76337
334	76241
335	75554
336	76349
337	76257
338	75802
339	76320
340	76651
341	76794
342	76163
343	76691
344	76698
345	76203
346	76454
347	75847
348	75868
349	76453
350	76362
351	75431
352	76132
353	75935
354	75835
355	76120
356	76256
357	75891
358	75990
359	76207
360	75864
361	76099
362	76544
363	75978
364	75216
365	75583
366	75920
367	75464
368	75788
369	76296
370	75517
371	76762
372	75503
373	74977
374	74803
375	75654
376	75872
377	75295
378	75523
379	76044
380	75304
381	75611
382	75744
383	75851
384	75682
385	76078
386	75758
387	75329
388	75937
389	76176
390	75629
391	75325
392	75766
393	76352
394	75666
395	75812
396	75255
397	76270
398	76396
399	76113
400	76672
401	76691
402	76456
403	76529
404	76353
405	76048
406	77123
407	77008
408	77498
409	77195
410	76979
411	77045
412	77557
413	77526
414	77428
415	77816
416	77933
417	78304
418	78023
419	78409
420	78248
421	78413
422	79372
423	78876
424	79209
425	79146
426	79727
427	79593
428	79621
429	80362
430	80121
431	81709
432	81245
433	81621
434	82021
435	82519
436	82807
437	83265
438	83385
439	84796
440	85315
441	85517
442	86042
443	87254
444	87791
445	88253
446	88815
447	89358
448	90539
449	92008
450	92043
451	93841
452	94756
453	96264
454	97898
455	99692
456	100748
457	102766
458	105209
459	107126
460	109935
461	111883
462	114880
463	117477
464	120557
465	123227
466	127684
467	130005
468	132302
469	137169
470	140745
471	144351
472	148103
473	152705
474	157944
475	162050
476	168355
477	173939
478	180238
479	186859
480	192569
481	197819
482	203056
483	206889
484	209931
485	211669
486	212345
487	212375
488	209946
489	207476
490	205413
491	200870
492	196688
493	190772
494	185892
495	180194
496	173324
497	167483
498	162926
499	157146
500	151617
501	146902
502	142116
503	137628
504	133727
505	128944
506	124737
507	120908
508	117184
509	113542
510	109286
511	107286
512	104495
513	101582
514	99274
515	97643
516	96474
517	94317
