1	76713
2	77548
3	72014
4	74711
5	78648
6	78617
7	76306
8	76681
9	76885
10	78127
11	97764
12	82471
13	80710
14	83477
15	81673
16	85063
17	82852
18	82908
19	85177
20	84037
21	88547
22	83033
23	84940
24	85224
25	83156
26	85813
27	83856
28	84947
29	87529
30	85890
31	85293
32	83335
33	86510
34	86189
35	85066
36	87868
37	86839
38	86923
39	87841
40	85481
41	86820
42	85719
43	84120
44	86276
45	85813
46	86699
47	84719
48	84167
49	87573
50	86372
51	85224
52	87689
53	87164
54	89326
55	89677
56	88451
57	89716
58	92601
59	90092
60	91386
61	90075
62	93537
63	92869
64	94322
65	93903
66	94496
67	93894
68	95569
69	92680
70	92192
71	91443
72	91810
73	92445
74	91945
75	91320
76	91915
77	92548
78	92954
79	92420
80	94502
81	94266
82	96714
83	96976
84	98066
85	97583
86	98725
87	96896
88	97200
89	95648
90	98157
91	94777
92	95948
93	93663
94	94207
95	90581
96	92432
97	90163
98	89150
99	90786
100	88484
101	88040
102	88749
103	89061
104	86890
105	85819
106	87886
107	87935
108	85970
109	87606
110	87232
111	85878
112	87473
113	87890
114	85929
115	87360
116	87232
117	87102
118	87365
119	86930
120	88346
121	87245
122	90045
123	86277
124	87157
125	87776
126	86986
127	86832
128	87543
129	86568
130	87671
131	88572
132	87286
133	87962
134	88313
135	85819
136	87366
137	86216
138	86047
139	84958
140	86530
141	88642
142	86441
143	86723
144	88257
145	85548
146	86527
147	83809
148	85260
149	85029
150	85649
151	86265
152	85541
153	83716
154	83320
155	83601
156	83279
157	82964
158	84447
159	83815
160	83052
161	83509
162	83594
163	81499
164	82007
165	83058
166	84028
167	83358
168	82995
169	81649
170	83319
171	82012
172	82011
173	82051
174	82567
175	82416
176	83345
177	83496
178	83066
179	82341
180	82480
181	82879
182	83796
183	82138
184	83870
185	82686
186	82826
187	83256
188	83299
189	83702
190	83846
191	82297
192	83540
193	82971
194	84687
195	82992
196	82314
197	84171
198	85524
199	84152
200	85064
201	86166
202	86303
203	83896
204	85722
205	85188
206	86841
207	85223
208	87527
209	86167
210	87621
211	87034
212	87442
213	85667
214	87800
215	86493
216	87104
217	86562
218	87954
219	86035
220	86012
221	87081
222	87478
223	85941
224	89178
225	88223
226	88734
227	85163
228	88122
229	87788
230	87224
231	87623
232	86853
233	87696
234	88790
235	87265
236	88167
237	86741
238	86712
239	85913
240	87871
241	87850
242	89665
243	86014
244	87003
245	86905
246	86736
247	86037
248	86647
249	86038
250	86706
251	83767
252	85790
253	86425
254	86364
255	85458
256	85624
257	85396
258	87209
259	84850
260	85838
261	84927
262	85235
263	84104
264	84748
265	84555
266	85267
267	82585
268	83643
269	80997
270	85205
271	82229
272	83237
273	82499
274	82859
275	84538
276	82491
277	83168
278	84102
279	80997
280	83970
281	83708
282	81509
283	82463
284	83202
285	82182
286	83912
287	81337
288	82048
289	80989
290	83713
291	83325
292	81135
293	84193
294	82063
295	81952
296	82313
297	81853
298	82130
299	81923
300	83314
301	80674
302	82290
303	82704
304	83321
305	81862
306	83642
307	82362
308	81768
309	84272
310	85277
311	82674
312	84007
313	82906
314	84755
315	81733
316	84569
317	83450
318	83963
319	83029
320	84555
321	82356
322	81611
323	81787
324	82913
325	82991
326	84370
327	83498
328	83699
329	81653
330	83652
331	80836
332	83165
333	81869
334	82048
335	81258
336	82587
337	83928
338	82091
339	80952
340	83024
341	80540
342	81978
343	82604
344	82628
345	80326
346	82510
347	81014
348	78671
349	80379
350	81263
351	81309
352	81756
353	80269
354	81840
355	78970
356	80849
357	78893
358	78775
359	79602
360	78968
361	78933
362	79910
363	78056
364	78326
365	77634
366	80591
367	78515
368	77817
369	78680
370	79232
371	76923
372	80372
373	77208
374	78665
375	78745
376	77705
377	77716
378	77702
379	76763
380	75915
381	75687
382	76523
383	75752
384	77374
385	77036
386	74748
387	76319
388	76182
389	75074
390	76096
391	75432
392	74131
393	74585
394	75285
395	73692
396	74364
397	76076
398	74563
399	74994
400	75463
401	73812
402	73649
403	73780
404	74482
405	74787
406	74747
407	73971
408	73220
409	72855
410	74629
411	71759
412	72066
413	74349
414	73867
415	74039
416	74580
417	73776
418	73828
419	72458
420	74765
421	73227
422	73359
423	72814
424	72932
425	74311
426	75372
427	73073
428	73585
429	72092
430	72676
431	73602
432	75306
433	71949
434	72972
435	73860
436	74152
437	73458
438	72933
439	72881
440	73836
441	72851
442	74980
443	73561
444	71983
445	73768
446	74263
447	73121
448	72756
449	71783
450	74753
451	71838
452	73916
453	72728
454	73582
455	73452
456	74125
457	72891
458	73414
459	72967
460	71906
461	74072
462	73338
463	72370
464	71585
465	71856
466	73025
467	72465
468	72143
469	73909
470	72121
471	72976
472	71940
473	72552
474	72390
475	72610
476	73095
477	71591
478	75538
479	73225
480	72352
481	74544
482	74477
483	74364
484	76019
485	74355
486	75461
487	76219
488	77692
489	76827
490	77252
491	77140
492	80170
493	80060
494	81168
495	82113
496	84122
497	84837
498	85324
499	84751
500	86889
501	85211
502	89420
503	86154
504	88130
505	86016
506	87252
507	84856
508	85618
509	85301
510	84576
511	85014
512	85429
513	83651
514	84989
515	82810
516	84686
517	85818
518	83703
519	85019
520	86260
521	85556
522	85628
523	83232
524	86182
525	82632
526	85302
527	83300
528	81031
529	81728
530	80802
531	77852
532	79159
533	77058
534	77626
535	74551
536	74501
537	73679
538	73864
539	72648
540	73298
541	72386
542	72620
543	72791
544	72025
545	72253
546	73497
547	71842
548	70820
549	72556
550	71387
551	72630
552	70908
553	70826
554	71995
555	70657
556	69682
557	68682
558	70606
559	70030
560	69149
561	69964
562	70147
563	69222
564	69965
565	69570
566	69608
567	69411
568	70869
569	69293
570	69826
571	68942
572	68586
573	68831
574	69646
575	69388
576	70539
577	68008
578	70929
579	68006
580	68258
581	69099
582	69374
583	69139
584	70430
585	72275
